WKT,ad,yol_adi,from_node,to_node,uzunluk,tip1_talep,tip2_talep,yon,avgataturk_sefer1_service,avgataturk_sefer1_sira,avgataturk_sefer2_service,avgataturk_sefer2_sira,avg_gecis,azu_gecis,mahalle,trafik_seviyesi
"LINESTRING (27.1804297 38.3793658, 27.1804664 38.3791153, 27.1805707 38.3787837)",Çizgi 46,204/4 sk.,192,190.0,66.0,1400.0,0.0,cift,1.0,15.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1804297 38.3793658, 27.1806806 38.3794027, 27.1811915 38.3794521, 27.1816242 38.3794596)",Çizgi 47,204/10 sk.,192,193.0,105.0,1400.0,0.0,cift,1.0,17.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1821689 38.3804459, 27.1816242 38.3794596)",Çizgi 48,204/24 sk.,193,194.0,120.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1798941 38.3804101, 27.1802279 38.3802521, 27.1807113 38.3800543)",Çizgi 49,63/7 sk.,196,197.0,82.0,2100.0,0.0,cift,1.0,25.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1807113 38.3800543, 27.1806461 38.3799445, 27.1805635 38.3798189, 27.1804768 38.3797007, 27.1803861 38.3795746, 27.1803746 38.3795565, 27.1803819 38.379518)",Çizgi 50,204/18 sk.,196,88.0,67.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1812373 38.3807717, 27.1811759 38.3807263, 27.1811356 38.3806905, 27.1811008 38.3806495, 27.1807113 38.3800543)",Çizgi 51,204/18 sk.,195,196.0,93.0,2100.0,0.0,cift,1.0,19.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.180563 38.3809485, 27.1798941 38.3804101)",Çizgi 52,63/1 sk.,197,198.0,84.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1798941 38.3804101, 27.1796162 38.3801708, 27.1794591 38.38007)",Çizgi 53,63/1 sk.,197,62.0,54.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1794591 38.3800711, 27.1792449 38.3801287, 27.179028 38.3802033)",Çizgi 54,207 sk.,62,76.0,40.0,2100.0,0.0,cift,1.0,24.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1795341 38.3807134, 27.179028 38.3802022)",Çizgi 55,63/3 sk.,76,77.0,72.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1788964 38.3761689, 27.1793065 38.3760954, 27.1796766 38.3760134, 27.1800611 38.3759386)",Çizgi 56,Hoca Ahmet Yesevi cd.,67,108.0,105.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.181445 38.3779457, 27.1813711 38.3778557, 27.1813362 38.3778136, 27.1809965 38.3773302)",Çizgi 57,204/17 sk.,61,182.0,79.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,orta
"LINESTRING (27.180677 38.3784182, 27.181445 38.3779457)",Çizgi 58,204/21 sk.,61,189.0,85.0,2100.0,0.0,cift,1.0,31.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.181445 38.3779457, 27.1817739 38.3777723, 27.1819476 38.3777771)",Çizgi 59,204/20 sk.,61,60.0,50.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1819476 38.3777771, 27.18194 38.3776121, 27.1816998 38.3769268)",Çizgi 60,202/37 sk.,60,180.0,97.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1795341 38.3807134, 27.1797774 38.3809414, 27.1799021 38.3810445, 27.1799356 38.3810771, 27.1799714 38.3811295)",Çizgi 61,63/3 sk.,70,77.0,60.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1799714 38.3811295, 27.180563 38.3809485)",Çizgi 62,63 sk.,70,198.0,55.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1799714 38.3811295, 27.1798135 38.3811923, 27.1797103 38.3812604)",Çizgi 63,63 sk.,69,70.0,27.0,0.0,6000.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.180563 38.3809485, 27.1806801 38.3809701)",Çizgi 64,63 sk.,198,199.0,10.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.178483 38.3815762, 27.178654 38.381539, 27.1797103 38.3812604)",Çizgi 66,63 sk.,68,69.0,113.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1806801 38.3809701, 27.1812373 38.3807717)",Çizgi 67,63 sk.,195,199.0,53.0,0.0,3000.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.178483 38.3815762, 27.1782774 38.3813498, 27.1781204 38.3811073)",Çizgi 68,206 sk.,68,78.0,61.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,orta
"LINESTRING (27.1781204 38.3811073, 27.1780251 38.3808883, 27.1779029 38.3806187)",Çizgi 69,206 sk.,78,79.0,58.0,2800.0,0.0,cift,1.0,23.0,0.0,0.0,1,1,ataturk,orta
"LINESTRING (27.1774838 38.3818074, 27.1778778 38.3817109, 27.1783283 38.3816373, 27.178483 38.3815762)",Çizgi 70,63 sk.,55,68.0,91.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,adatepe,yuksek
"LINESTRING (27.1763868 38.382065, 27.1766481 38.381998, 27.1768868 38.3819339, 27.1772757 38.3818655, 27.1774838 38.3818074)",Çizgi 71,63 sk.,54,55.0,100.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,adatepe,yuksek
"LINESTRING (27.1763412 38.3821911, 27.1763699 38.3821702, 27.1763874 38.382155, 27.1763988 38.3821366, 27.1764028 38.3821177, 27.1763868 38.382065)",Çizgi 72,Kibris cd.,54,53.0,16.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,0,adatepe,yuksek
"LINESTRING (27.1763412 38.3821911, 27.1764806 38.3823568, 27.1766119 38.3825268, 27.1766809 38.382644, 27.176699 38.3827612, 27.1769579 38.3831659, 27.1771121 38.3834424, 27.177261 38.3837245, 27.1773858 38.3839288, 27.177803 38.3844786, 27.1780015 38.3846573, 27.1786887 38.3851985, 27.1789656 38.3853864)",Çizgi 74,Kibris cd.,53,52.0,429.0,2800.0,0.0,cift,1.0,20.0,0.0,0.0,1,0,adatepe,yuksek
"LINESTRING (27.1789656 38.3853864, 27.1792782 38.38523, 27.1795102 38.3850597, 27.1807199 38.3840914, 27.1811218 38.3836929, 27.1814729 38.3832649, 27.1821494 38.3824341)",Çizgi 75,Erdem cd.,52,51.0,434.0,2100.0,0.0,cift,1.0,21.0,0.0,0.0,1,0,adatepe,yuksek
"LINESTRING (27.1804365 38.3810681, 27.1806801 38.3809701)",Çizgi 74,63 sk.,57,199.0,24.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,yuksek
"LINESTRING (27.18001 38.3811955, 27.1804365 38.3810681)",Çizgi 75,63 sk.,56,57.0,40.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1797103 38.3812604, 27.1798092 38.3812463, 27.18001 38.3811955)",Çizgi 76,63 sk.,69,56.0,27.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1821494 38.3824341, 27.181392 38.3818426, 27.181378 38.3818336, 27.1812901 38.3817758, 27.1811239 38.3816475, 27.1804365 38.3810681)",Çizgi 77,60 sk.,51,57.0,213.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,adatepe,yuksek
"LINESTRING (27.1773231 38.3810503, 27.1773817 38.3809972, 27.1774662 38.3809215, 27.1775332 38.3808615, 27.1776351 38.3807859, 27.1777424 38.380728, 27.1779029 38.3806187)",Çizgi 78,207 sk.,79,75.0,70.0,1400.0,0.0,cift,1.0,22.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1781204 38.3811073, 27.1785054 38.3810092, 27.1795341 38.3807134)",Çizgi 79,63/2 sk.,77,78.0,131.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1779029 38.3806187, 27.1781836 38.3804682, 27.1785149 38.3803609)",Çizgi 80,207 sk.,79,80.0,61.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1785149 38.3803609, 27.1786394 38.3803222, 27.179028 38.3802022)",Çizgi 82,207 sk.,80,76.0,48.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1785149 38.3803609, 27.178443 38.3802244, 27.1786176 38.3798411)",Çizgi 84,209/3 sk.,80,85.0,62.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1812373 38.3807717, 27.1813218 38.3807487, 27.1813405 38.3807422, 27.1816929 38.3806384, 27.182046 38.3804999, 27.1821689 38.3804459)",Çizgi 85,63 sk.,194,195.0,89.0,1400.0,0.0,cift,1.0,26.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1821716 38.3804459, 27.1824743 38.3802955, 27.1826366 38.3802408, 27.1827935 38.3801631, 27.182874 38.3801284, 27.1830174 38.3800411, 27.1832146 38.3799065, 27.1835498 38.3796962, 27.1840405 38.3794268)",Çizgi 86,63 sk.,194,99.0,199.0,1400.0,0.0,cift,1.0,27.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1840378 38.3794268, 27.1843258 38.3792984, 27.1843821 38.3792753, 27.1845832 38.3792332, 27.1852189 38.3791786, 27.1853799 38.3791491, 27.1855427 38.3791153)",Çizgi 87,63 sk.,98,99.0,138.0,0.0,3000.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1840378 38.3794268, 27.1836937 38.3789344, 27.1836743 38.3788997, 27.1836736 38.378865, 27.1836991 38.3788203, 27.1837407 38.3787819, 27.1843039 38.378516, 27.1846378 38.3783757, 27.184977 38.3782523)",Çizgi 88,204/10 sk.,89,99.0,205.0,5600.0,0.0,cift,1.0,28.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1855427 38.3791153, 27.184977 38.3782523)",Çizgi 89,204/34 sk.,98,89.0,108.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.184977 38.3782523, 27.1846412 38.3777365)",Çizgi 90,204/34 sk.,90,89.0,64.0,4200.0,0.0,cift,1.0,29.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1846412 38.3777365, 27.1842617 38.3771462)",Çizgi 91,204/34 sk.,90,176.0,74.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1773231 38.3810503, 27.1768755 38.3807781)",Çizgi 93,214 sk.,74,75.0,49.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1768755 38.3807781, 27.1768891 38.3800305)",Çizgi 94,218 sk.,73,74.0,83.0,2100.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1768891 38.3800305, 27.1770091 38.3799914, 27.1774452 38.3798368)",Çizgi 95,209 sk.,72,73.0,53.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1768891 38.3800305, 27.1768258 38.3786789)",Çizgi 96,218 sk.,71,73.0,151.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1842617 38.3771462, 27.184582 38.3770062, 27.1846262 38.3769904, 27.1847842 38.376946)",Çizgi 95,202/14 sk.,175,176.0,51.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1847842 38.376946, 27.1853908 38.3767979)",Çizgi 96,202/14 sk.,175,91.0,55.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1816214 38.3752626, 27.1817831 38.3752117, 27.1819515 38.3751693)",Çizgi 97,Hoca Ahmet Yesevi cd.,114,116.0,31.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1819515 38.3751693, 27.182031 38.3751574, 27.1822368 38.3751253, 27.1824668 38.3750481, 27.1826901 38.3749619, 27.1829867 38.3748465)",Çizgi 98,Hoca Ahmet Yesevi cd.,116,66.0,98.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1834039 38.3754458, 27.1829867 38.3748465)",Çizgi 99,202/24 sk.,66,122.0,76.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1829867 38.3748465, 27.1832791 38.3747228)",Çizgi 100,Hoca Ahmet Yesevi cd.,66,64.0,29.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,yuksek
"LINESTRING (27.1832791 38.3747228, 27.1836504 38.3745702)",Çizgi 101,Hoca Ahmet Yesevi cd.,64,65.0,37.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1836504 38.3745702, 27.1842692 38.3743224, 27.1848933 38.3740515)",Çizgi 102,Hoca Ahmet Yesevi cd.,65,131.0,123.0,700.0,6000.0,cift,0.0,0.0,1.0,1.0,1,1,ataturk,yuksek
"LINESTRING (27.1850366 38.3743537, 27.1848933 38.3740515)",Çizgi 103,202/12 sk.,130,131.0,36.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1850767 38.3744254, 27.1850366 38.3743537)",Çizgi 104,202/12 sk.,129,130.0,9.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1852462 38.3747743, 27.1850767 38.3744254)",Çizgi 105,202/12 sk.,127,129.0,42.0,700.0,0.0,cift,0.0,0.0,1.0,22.0,1,0,ataturk,dusuk
"LINESTRING (27.1854135 38.3752243, 27.1852462 38.3747743)",Çizgi 106,202/12 sk.,125,127.0,52.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1854135 38.3752243, 27.18512 38.3752814, 27.185008 38.3753137, 27.1848705 38.3753518, 27.1845354 38.3755058)",Çizgi 107,202/53 sk.,171,125.0,83.0,3500.0,0.0,cift,0.0,0.0,1.0,26.0,1,0,ataturk,dusuk
"LINESTRING (27.1856382 38.3755833, 27.1854135 38.3752243)",Çizgi 108,202/12 sk.,125,168.0,45.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1838918 38.374894, 27.1836504 38.3745702)",Çizgi 109,202/22 sk.,126,65.0,42.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1838918 38.374894, 27.1850767 38.3744254)",Çizgi 110,202/38 sk.,126,129.0,116.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1841513 38.3751339, 27.1843107 38.3750964, 27.1852462 38.3747743)",Çizgi 111,202/40 sk.,124,127.0,104.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1824768 38.3758706, 27.1826728 38.3757988, 27.182901 38.3757081, 27.1832498 38.375529)",Çizgi 113,202/40 sk.,117,120.0,78.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1834564 38.3757996, 27.1832498 38.375529)",Çizgi 114,adsiz yol,119,120.0,35.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1834564 38.3757996, 27.1835174 38.3757832, 27.1838212 38.3756933)",Çizgi 115,202/53 sk.,119,121.0,34.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1832498 38.375529, 27.1834039 38.3754458)",Çizgi 116,202/40 sk.,120,122.0,16.0,2100.0,0.0,cift,0.0,0.0,1.0,24.0,1,0,ataturk,dusuk
"LINESTRING (27.1834039 38.3754458, 27.1837199 38.3753039)",Çizgi 117,202/40 sk.,122,123.0,32.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1837199 38.3753039, 27.1841513 38.3751339)",Çizgi 118,202/40 sk.,123,124.0,42.0,2800.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1837199 38.3753039, 27.1835865 38.3750916, 27.183441 38.374873, 27.1833574 38.3747558, 27.1832791 38.3747228)",Çizgi 119,202/23 sk.,123,64.0,76.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1845354 38.3755058, 27.1844351 38.3754064, 27.1843117 38.3752603, 27.1841513 38.3751339)",Çizgi 120,202/46 sk.,124,171.0,53.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1848313 38.3758886, 27.1845354 38.3755058)",Çizgi 121,202/46 sk.,170,171.0,50.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1848313 38.3758886, 27.1851522 38.3757815, 27.1852872 38.3757358, 27.1856382 38.3755833)",Çizgi 122,202/15 sk.,168,170.0,78.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1765325 38.3774757, 27.1765867 38.3774997, 27.1766243 38.377505, 27.1772197 38.3774587, 27.1773149 38.3774587, 27.1774509 38.3774726)",Çizgi 123,204/2 sk.,101,103.0,81.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1774509 38.3774726, 27.1780466 38.3773898)",Çizgi 125,204/2 sk.,103,104.0,53.0,1400.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1780466 38.3773898, 27.177744 38.3767817)",Çizgi 126,206/3 sk.,102,104.0,73.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1780466 38.3773898, 27.1783037 38.3773181)",Çizgi 127,204/31 sk.,104,106.0,24.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1783037 38.3773181, 27.1786403 38.3771531, 27.1789383 38.3770827, 27.1790892 38.3770494, 27.1791614 38.377028, 27.1792328 38.3770029)",,204/31 sk.,106,107.0,89.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1826687 38.3761425, 27.1824768 38.3758706)",Çizgi 129,202/28 sk.,117,118.0,35.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1826687 38.3761425, 27.1834564 38.3757996)",Çizgi 130,202/53 sk.,118,119.0,79.0,700.0,0.0,cift,0.0,0.0,1.0,23.0,1,0,ataturk,dusuk
"LINESTRING (27.1829877 38.3765396, 27.1826687 38.3761425)",Çizgi 131,202/28 sk.,179,118.0,52.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1831954 38.3768456, 27.1829877 38.3765396)",Çizgi 132,202/28 sk.,178,179.0,39.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1836374 38.3774307, 27.1834092 38.377144, 27.1831954 38.3768456)",Çizgi 133,202/28 sk.,177,178.0,76.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1836374 38.3774307, 27.1842617 38.3771462)",Çizgi 134,202/14 sk.,177,176.0,63.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1836459 38.3774277, 27.1833307 38.3775865, 27.1831376 38.3776559, 27.1829029 38.3777305, 27.1827205 38.3777568, 27.1825057 38.3777754, 27.1819476 38.3777771)",Çizgi 135,202/14 sk.,177,60.0,157.0,4200.0,0.0,cift,1.0,30.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1848933 38.3740515, 27.1851031 38.3739326, 27.1856992 38.3735771)",Çizgi 136,Hoca Ahmet Yesevi cd.,131,134.0,88.0,0.0,6000.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1859505 38.3739166, 27.1856992 38.3735771)",Çizgi 137,202/10 sk.,133,134.0,44.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1856992 38.3735771, 27.1859902 38.373429, 27.1862993 38.3733118, 27.1864157 38.3732754)",Çizgi 138,Hoca Ahmet Yesevi cd.,134,136.0,71.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1850366 38.3743537, 27.185355 38.3742415, 27.1854764 38.3741884, 27.1856802 38.3740873)",Çizgi 139,202/9 sk.,130,132.0,64.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1856802 38.3740873, 27.1857271 38.3740306, 27.1858565 38.3739628, 27.1859505 38.3739166)",Çizgi 140,202/9 sk.,132,133.0,31.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1859505 38.3739166, 27.1865791 38.3735874)",Çizgi 141,202/9 sk.,133,135.0,66.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1865791 38.3735874, 27.1864157 38.3732754)",Çizgi 142,202/41 sk.,135,136.0,38.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1868923 38.374013, 27.186729 38.3738097, 27.1865791 38.3735874)",Çizgi 143,202/41 sk.,135,137.0,55.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1868923 38.374013, 27.1871884 38.3739506)",Çizgi 144,202/58 sk.,137,152.0,27.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1864157 38.3732754, 27.1866309 38.3732177, 27.1871787 38.3730318, 27.1879149 38.3727503)",Çizgi 145,Hoca Ahmet Yesevi cd.,63,136.0,143.0,0.0,3000.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.18847 38.3734944, 27.1879149 38.3727503)",Çizgi 146,metin goktepe cd.,140,63.0,96.0,700.0,0.0,cift,0.0,0.0,1.0,3.0,1,1,ataturk,orta
"LINESTRING (27.1890305 38.3741321, 27.1887679 38.3738529)",Çizgi 148,metin goktepe cd.,142,143.0,39.0,1400.0,0.0,cift,0.0,0.0,1.0,4.0,1,1,ataturk,orta
"LINESTRING (27.1898396 38.3752942, 27.1895484 38.3748173, 27.1893842 38.3745671, 27.1893432 38.3745137, 27.1893176 38.3744844, 27.1890305 38.3741321)",Çizgi 149,metin goktepe cd.,143,145.0,148.0,4200.0,0.0,cift,0.0,0.0,1.0,5.0,1,1,ataturk,orta
"LINESTRING (27.1890955 38.3755596, 27.1894837 38.3754537, 27.1898396 38.3752942)",Çizgi 150,201 sk.,145,146.0,72.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1887332 38.3756622, 27.1888739 38.3756275, 27.1890955 38.3755596)",Çizgi 151,201 sk.,156,146.0,34.0,2800.0,0.0,cift,0.0,0.0,1.0,6.0,1,0,ataturk,dusuk
"LINESTRING (27.1882897 38.3758132, 27.1887332 38.3756622)",Çizgi 152,201 sk.,156,159.0,42.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1877063 38.376007, 27.1878635 38.3759545, 27.1882897 38.3758132)",Çizgi 153,201 sk.,159,160.0,55.0,4900.0,0.0,cift,0.0,0.0,1.0,7.0,1,0,ataturk,dusuk
"LINESTRING (27.1881195 38.3766158, 27.1880159 38.3764656, 27.1877063 38.376007)",Çizgi 154,202/42 sk.,92,160.0,77.0,1400.0,0.0,cift,1.0,32.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1881195 38.3766158, 27.1879742 38.3766696, 27.1877496 38.3767274, 27.1877073 38.3767227, 27.1876604 38.3767032, 27.1876027 38.3766706, 27.187379 38.3765804)",Çizgi 155,202/51 sk.,163,92.0,71.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.187379 38.3765804, 27.1874057 38.3764538, 27.187378 38.376365, 27.187221 38.3761458)",Çizgi 156,202/51 sk.,162,163.0,52.0,2100.0,0.0,cift,0.0,0.0,1.0,8.0,1,0,ataturk,dusuk
"LINESTRING (27.187221 38.3761458, 27.1876572 38.3760142, 27.1877063 38.376007)",Çizgi 157,202/14 sk.,160,162.0,45.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1886649 38.3773089, 27.1881195 38.3766158)",Çizgi 158,202/42 sk.,96,92.0,91.0,1400.0,0.0,cift,1.0,33.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1865526 38.3746835, 27.1865237 38.3746381, 27.1864794 38.374601, 27.1856802 38.3740873)",Çizgi 159,202/49 sk.,132,153.0,101.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1874412 38.3742607, 27.1871884 38.3739506)",Çizgi 160,202/8 sk.,151,152.0,41.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1877726 38.3746604, 27.1874412 38.3742607)",Çizgi 161,202/6 sk.,150,151.0,53.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1865526 38.3746835, 27.1867792 38.3745275, 27.186808 38.3745107, 27.1874412 38.3742607)",Çizgi 162,202/59 sk.,151,153.0,91.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1880705 38.3750881, 27.1877726 38.3746604)",Çizgi 163,202/8 sk.,149,150.0,54.0,2100.0,0.0,cift,0.0,0.0,1.0,11.0,1,0,ataturk,dusuk
"LINESTRING (27.1880705 38.3750881, 27.188173 38.3750205, 27.1882728 38.3749497, 27.1884731 38.3748251)",Çizgi 164,201/8 sk,148,149.0,46.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1871874 38.3739501, 27.1872974 38.3738681, 27.1873346 38.3738334, 27.1873712 38.3737916, 27.1873987 38.3737427, 27.1874084 38.3737383, 27.1876 38.3737081)",Çizgi 165,202/58 sk.,152,139.0,48.0,2100.0,0.0,cift,0.0,0.0,1.0,14.0,1,0,ataturk,dusuk
