WKT,ad,yol_adi,from_node,to_node,uzunluk,tip1_talep,tip2_talep,yon,avgataturk_sefer1_service,avgataturk_sefer1_sira,avgataturk_sefer2_service,avgataturk_sefer2_sira,avg_gecis,azu_gecis,mahalle,trafik_seviyesi
"LINESTRING (27.1866434 38.3751654, 27.186622 38.3751223, 27.1866174 38.3750981, 27.1866077 38.3750303, 27.1866041 38.374967, 27.1865973 38.3748758, 27.186587 38.374777, 27.1865758 38.3747287, 27.1865526 38.3746835)",Çizgi 166,202/49 sk.,154,153.0,55.0,700.0,0.0,cift,0.0,0.0,1.0,15.0,1,0,ataturk,dusuk
"LINESTRING (27.1870047 38.3754155, 27.1868312 38.3753204, 27.1867118 38.3752237, 27.1866434 38.3751654)",Çizgi 167,202/60 sk.,58,154.0,42.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1874529 38.3756618, 27.1870047 38.3754155)",Çizgi 168,202/60 sk.,58,161.0,48.0,2100.0,0.0,cift,0.0,0.0,1.0,28.0,1,0,ataturk,dusuk
"LINESTRING (27.1877063 38.376007, 27.1874529 38.3756618)",Çizgi 169,202/60 sk.,160,161.0,44.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1874529 38.3756618, 27.1877184 38.3753969)",Çizgi 170,201/8 sk.,59,161.0,38.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1877184 38.3753969, 27.187815 38.3752921, 27.1878941 38.3752233, 27.1880705 38.3750881)",Çizgi 171,201/8 sk.,149,59.0,46.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.188055 38.3755977, 27.1877184 38.3753969)",Çizgi 172,201/9 sk.,59,158.0,37.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.188055 38.3755977, 27.1883098 38.3752973)",Çizgi 173,202/7 sk.,157,158.0,40.0,2100.0,0.0,cift,0.0,0.0,1.0,10.0,1,0,ataturk,dusuk
"LINESTRING (27.1883098 38.3752973, 27.1884935 38.3751346, 27.1886742 38.3750091)",Çizgi 174,202/7 sk.,157,147.0,45.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1887332 38.3756622, 27.1886556 38.3755537, 27.1885778 38.3754822, 27.1885121 38.3754296, 27.1883098 38.3752973)",Çizgi 175,201/6 sk.,156,157.0,55.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1890955 38.3755596, 27.1889963 38.3754107, 27.1889386 38.3753276, 27.1888185 38.3751626, 27.1887775 38.3751076, 27.1886742 38.3750091)",Çizgi 176,202/6 sk.,146,147.0,72.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1886742 38.3750091, 27.1886123 38.3749463, 27.1884731 38.3748251)",Çizgi 177,202/6 sk.,147,148.0,27.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1876 38.3737081, 27.1878734 38.3736541, 27.18847 38.3734944)",Çizgi 178,202/58 sk.,139,140.0,80.0,1400.0,0.0,cift,0.0,0.0,1.0,13.0,1,0,ataturk,dusuk
"LINESTRING (27.1879869 38.3743129, 27.187918 38.3742416, 27.1876 38.3737081)",Çizgi 179,202/6 sk.,139,141.0,76.0,1400.0,0.0,cift,0.0,0.0,1.0,12.0,1,0,ataturk,dusuk
"LINESTRING (27.1881403 38.3745161, 27.1879869 38.3743129)",Çizgi 180,202/6 sk.,141,144.0,26.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1877726 38.3746604, 27.1879538 38.3745714, 27.1881403 38.3745161)",Çizgi 181,202/5 sk.,144,150.0,36.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1879869 38.3743129, 27.1887679 38.3738529)",Çizgi 182,201/7 sk.,141,142.0,85.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1881403 38.3745161, 27.1890305 38.3741321)",Çizgi 183,202/5 sk.,143,144.0,89.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1884731 38.3748251, 27.1882013 38.3745393, 27.1881679 38.3745053, 27.1881403 38.3745161)",Çizgi 184,202/6 sk.,144,148.0,47.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1847842 38.376946, 27.1844672 38.3765331)",Çizgi 185,202/17 sk.,174,175.0,54.0,1400.0,0.0,cift,0.0,0.0,1.0,19.0,1,0,ataturk,dusuk
"LINESTRING (27.1844672 38.3765331, 27.1842645 38.3762931)",Çizgi 186,202/17 sk.,173,174.0,32.0,700.0,0.0,cift,0.0,0.0,1.0,20.0,1,0,ataturk,dusuk
"LINESTRING (27.1842645 38.3762931, 27.1841095 38.3760986)",Çizgi 187,202/17 sk.,172,173.0,26.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1841095 38.3760986, 27.18398 38.3759281, 27.1838212 38.3756933)",Çizgi 188,202/17 sk.,121,172.0,52.0,1400.0,0.0,cift,0.0,0.0,1.0,21.0,1,0,ataturk,dusuk
"LINESTRING (27.1838212 38.3756933, 27.1840766 38.3756285, 27.1845354 38.3755058)",Çizgi 189,202/53 sk.,121,171.0,66.0,700.0,0.0,cift,0.0,0.0,1.0,27.0,1,0,ataturk,dusuk
"LINESTRING (27.1841095 38.3760986, 27.1842795 38.3760304, 27.1848313 38.3758886)",Çizgi 190,202/15 sk.,170,172.0,67.0,700.0,0.0,cift,0.0,0.0,1.0,25.0,1,0,ataturk,dusuk
"LINESTRING (27.1851387 38.376284, 27.1849454 38.375969, 27.1848313 38.3758886)",Çizgi 191,202/46 sk.,169,170.0,52.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1858811 38.3760741, 27.1857943 38.3758481, 27.1857674 38.3757976, 27.1856382 38.3755833)",Çizgi 192,202/12 sk.,167,168.0,59.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1856382 38.3755833, 27.1860136 38.3754386, 27.1861978 38.3753617, 27.1864219 38.3752667, 27.186536 38.3752176, 27.1866434 38.3751654)",Çizgi 193,202/57 sk.,168,154.0,99.0,1400.0,0.0,cift,0.0,0.0,1.0,16.0,1,0,ataturk,dusuk
"LINESTRING (27.1859116 38.376138, 27.1858811 38.3760741)",Çizgi 194,202/12 sk.,166,167.0,8.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1861378 38.3766336, 27.1860849 38.3765711, 27.1859116 38.376138)",Çizgi 195,202/12 sk.,165,166.0,59.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1862753 38.3769242, 27.1861378 38.3766336)",Çizgi 196,202/12 sk.,164,165.0,35.0,2100.0,0.0,cift,0.0,0.0,1.0,9.0,1,1,ataturk,dusuk
"LINESTRING (27.187081 38.3781275, 27.1863595 38.3771071, 27.1862753 38.3769242)",Çizgi 197,202/12 sk.,97,164.0,152.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,dusuk
"LINESTRING (27.1862753 38.3769242, 27.1866389 38.3768166, 27.1870573 38.3766936, 27.1871673 38.3766694, 27.187379 38.3765804)",Çizgi 198,202/44 sk.,163,164.0,104.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1861378 38.3766336, 27.1864907 38.3765138, 27.187221 38.3761458)",Çizgi 199,202/14 sk.,162,165.0,109.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1859116 38.376138, 27.1860728 38.3760777, 27.1860969 38.3760703, 27.1862364 38.3760409, 27.1862769 38.3760217, 27.1864972 38.3758753, 27.1867554 38.3756761, 27.1870047 38.3754155)",Çizgi 200,202/13 sk.,58,166.0,128.0,700.0,0.0,cift,0.0,0.0,1.0,17.0,1,0,ataturk,dusuk
"LINESTRING (27.1882897 38.3758132, 27.188055 38.3755977)",Çizgi 201,201/9 sk.,158,159.0,32.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1905442 38.3764268, 27.1898396 38.3752942)",Çizgi 202,metin goktepe cd.,93,145.0,140.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,orta
"LINESTRING (27.1838918 38.374894, 27.184094 38.3751575, 27.1841513 38.3751339)",Çizgi 203,202/40 sk.,124,126.0,40.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.187081 38.3781275, 27.1879362 38.377643, 27.1880019 38.3776041, 27.1886649 38.3773089)",Çizgi 205,Dogus cd.,97,96.0,166.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1855427 38.3791153, 27.185735 38.3791159, 27.1863892 38.3785954, 27.1867298 38.3783468, 27.186778 38.3783072, 27.1869067 38.3782235, 27.187081 38.3781275)",Çizgi 206,Dogus cd.,98,97.0,178.0,700.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1853908 38.3767979, 27.1861378 38.3766336)",Çizgi 207,202/14 sk.,91,165.0,68.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1853908 38.3767979, 27.1851387 38.376284)",Çizgi 208,202/46 sk.,91,169.0,61.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1844672 38.3765331, 27.1851387 38.376284)",Çizgi 209,202/16 sk.,174,169.0,65.0,700.0,0.0,cift,0.0,0.0,1.0,18.0,1,0,ataturk,dusuk
"LINESTRING (27.1851387 38.376284, 27.1858811 38.3760741)",Çizgi 210,202/16 sk.,167,169.0,69.0,1400.0,0.0,cift,0.0,0.0,1.0,17.0,1,0,ataturk,dusuk
"LINESTRING (27.1831954 38.3768456, 27.1837359 38.3766013, 27.1840083 38.3764556, 27.1842645 38.3762931)",Çizgi 213,202/34 sk.,178,173.0,112.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.179744 38.3780486, 27.1790125 38.3779049, 27.1782825 38.3777388, 27.1782522 38.3777198, 27.178235 38.3776895, 27.1783037 38.3773181)",Çizgi 214,204 sk.,188,106.0,181.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1816998 38.3769268, 27.181764 38.3769082, 27.1822066 38.3769187, 27.1823661 38.376863, 27.1824064 38.3768441, 27.1825512 38.3767526, 27.1829877 38.3765396)",Çizgi 215,202/33 sk.,180,179.0,125.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.18184 38.3759827, 27.1823706 38.375736)",Çizgi 217,202/30 sk.,113,115.0,54.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1824768 38.3758706, 27.1823706 38.375736)",Çizgi 218,202/28 sk.,115,117.0,18.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1823706 38.375736, 27.1819515 38.3751693)",Çizgi 219,202/28 sk.,115,116.0,73.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,ataturk,dusuk
"LINESTRING (27.1885897 38.3736471, 27.1885255 38.3735652, 27.18847 38.3734944)",Çizgi 213,metin goktepe cd.,140,155.0,20.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,orta
"LINESTRING (27.1885897 38.3736471, 27.1887679 38.3738529)",Çizgi 214,metin goktepe cd.,142,155.0,28.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,ataturk,orta
"LINESTRING (27.1886649 38.3773089, 27.1897965 38.3768046)",Çizgi 214,Dogus cd.,96,95.0,114.0,0.0,3000.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1897965 38.3768046, 27.1898597 38.3767239, 27.1899125 38.3766854, 27.1899902 38.3766671, 27.190072 38.3766752)",Çizgi 215,Dogus cd.,95,94.0,31.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.190072 38.3766752, 27.1905442 38.3764268)",Çizgi 216,Dogus cd.,94,93.0,50.0,0.0,3000.0,tek,0.0,0.0,0.0,0.0,1,1,ataturk,yuksek
"LINESTRING (27.1736255 38.374452, 27.1739004 38.3750668, 27.1740479 38.3754337, 27.1742277 38.3757964, 27.1748607 38.3766186, 27.1752476 38.3771545, 27.1757471 38.3776189)",Çizgi 1,220 sk.,50,49.0,402.0,7000.0,0.0,cift,1.0,1.0,0.0,0.0,1,0,camlikule,yuksek
"LINESTRING (27.1757471 38.3776231, 27.1759144 38.3777799, 27.1759606 38.3777935, 27.1760095 38.3777986, 27.1760792 38.3777752, 27.1761943 38.3777201)",Çizgi 218,220 sk.,49,100.0,50.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,0,camlikule,yuksek
"LINESTRING (27.1786115 38.3702573, 27.1787054 38.3701649, 27.1787322 38.3701381, 27.1787416 38.3700756, 27.1787899 38.3697643, 27.178865 38.3694825, 27.1790312 38.3688096, 27.1793907 38.3679853, 27.1796535 38.367388, 27.18011 38.36644)",Çizgi 466,206/5 sk.,46,0.0,447.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1786115 38.3702573, 27.1787131 38.3701648, 27.1787328 38.3701473, 27.1788203 38.3701361, 27.1789303 38.3701186, 27.1791752 38.370081, 27.1793981 38.3700504, 27.1796438 38.3699555, 27.1798724 38.3699172, 27.1800179 38.3698893, 27.1812987 38.3696885, 27.181763 38.3696115)",Çizgi 468,1401 sk.,46,250.0,288.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1782188 38.3727672, 27.1782613 38.3718972, 27.1782774 38.3716764, 27.1783176 38.3714514, 27.1784525 38.3708543, 27.1785105 38.3705537, 27.1786115 38.3702573)",Çizgi 469,206/5 sk.,46,47.0,282.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1782188 38.3727672, 27.1798443 38.3725061, 27.1814644 38.3722786)",Çizgi 470,242/16 sk.,47,44.0,288.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1781992 38.3736308, 27.1782188 38.3727672)",Çizgi 471,206/5 sk.,47,48.0,96.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1736255 38.3744562, 27.1736688 38.3744173, 27.1739481 38.3743111, 27.1743243 38.3741955, 27.1750392 38.3739811, 27.1750767 38.3740946, 27.1758708 38.373904, 27.1762624 38.3738192, 27.1766541 38.3737512, 27.1781992 38.3736308)",Çizgi 472,242/1 sk.,48,50.0,426.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1769799 38.3762664, 27.1773494 38.3758234, 27.1777511 38.3754014, 27.1780086 38.374964, 27.1781722 38.3744257, 27.1781992 38.3736308)",Çizgi 473,206/5 sk.,48,45.0,321.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1769799 38.3762664, 27.1770975 38.376307, 27.1772097 38.3763645, 27.1774233 38.3764836, 27.1778346 38.3767217, 27.177744 38.3767817)",Çizgi 474,206/3 sk.,45,102.0,101.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,0,depo_baglanti,dusuk
"LINESTRING (27.1761943 38.3777201, 27.1762969 38.3773149, 27.1765275 38.3768775, 27.1768119 38.3765537, 27.1769084 38.3764318, 27.1768494 38.3764086, 27.1769799 38.3762664)",Çizgi 475,206/5 sk.,45,100.0,184.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1848933 38.3740515, 27.1841742 38.3725002)",Çizgi 477,206/38 sk.,131,43.0,184.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1814644 38.3722786, 27.1839791 38.3718576)",Çizgi 479,242/16 sk.,42,44.0,224.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1841742 38.3725002, 27.1839791 38.3718576)",Çizgi 480,206/38 sk.,43,42.0,74.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1819515 38.3751693, 27.1818897 38.3751292, 27.181742 38.3747023, 27.1815916 38.37421, 27.1814602 38.3735161, 27.1814119 38.3728305, 27.1814448 38.3725482, 27.1814644 38.3722828)",Çizgi 481,206/40 sk.,116,44.0,328.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1839791 38.3718576, 27.1839644 38.3717095)",Çizgi 487,206/38 sk.,42,39.0,17.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1929382 38.3718764, 27.1930836 38.3722019)",,205 sk.,304,387.0,38.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1839644 38.3717095, 27.1847848 38.3715844, 27.1856159 38.371476, 27.1872888 38.3712761)",Çizgi 484,206/66 sk.,38,39.0,294.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1875887 38.3716946, 27.1875166 38.3715793, 27.1874714 38.3715207, 27.1873492 38.3714016, 27.1872888 38.3712761)",Çizgi 485,206/50 sk.,38,243.0,54.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1880015 38.370898, 27.1883022 38.3708236)",,206/55 sk.,245,246.0,28.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1883022 38.3708236, 27.1883487 38.3709165)",,203/40 sk.,246,329.0,11.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1880545 38.3700672, 27.1880797 38.3702481, 27.1883022 38.3708236)",,203/40 sk.,246,247.0,87.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1883487 38.3709165, 27.1885429 38.3714498)",,203/40 sk.,325,329.0,62.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1900003 38.3707055, 27.18999 38.3699165)",,203/42 sk.,331,332.0,88.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1885429 38.3714498, 27.1886933 38.3717971, 27.1887105 38.3718229, 27.1887255 38.3718366, 27.188739 38.3718419, 27.1887544 38.3718447, 27.1887738 38.3718434, 27.1891799 38.3717387, 27.1893497 38.3716901)",,203/40 sk.,324,325.0,104.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1893497 38.3716901, 27.1898017 38.3715976)",,203/40 sk.,323,324.0,41.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1916028 38.3721771, 27.1916209 38.371862)",,203/37 sk.,390,391.0,35.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1877363 38.3723453, 27.18791 38.37275)",,206/50 sk.,63,241.0,48.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1876637 38.3719601, 27.1876604 38.3720423, 27.1877363 38.3723453)",,206/50 sk.,241,242.0,44.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1841742 38.3725002, 27.1845216 38.3724386, 27.1848892 38.3723874, 27.1862303 38.3722381, 27.1875714 38.3720636, 27.1876604 38.3720423, 27.1876637 38.3719601)",Çizgi 478,206/37 sk.,43,242.0,318.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1875887 38.3716946, 27.1876637 38.3719601)",,206/50 sk.,242,243.0,30.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1877363 38.3723453, 27.1883294 38.3721921, 27.1885311 38.3721526)",,203/36 sk.,240,241.0,73.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1904724 38.3724412, 27.190419 38.3719497)",,203/39 sk.,319,320.0,55.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1885311 38.3721526, 27.1888286 38.3721456, 27.1901273 38.371978)",,203/38 sk.,240,321.0,141.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1901273 38.371978, 27.190419 38.3719497)",,203/38 sk.,320,321.0,26.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.190419 38.3719497, 27.1910668 38.3718872)",,203/38 sk.,320,430.0,57.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1911572 38.3722752, 27.1910668 38.3718872)",sk.,adsiz yol,392,430.0,44.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1910668 38.3718872, 27.1916209 38.371862)",,203/38 sk.,430,390.0,48.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1916209 38.371862, 27.1916525 38.3716274)",,203/37 sk.,389,390.0,26.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.190119 38.3717152, 27.1901273 38.371978)",,203/40 sk.,321,322.0,29.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1893246 38.3706944, 27.1900003 38.3707055)",,203/28 sk.,330,331.0,59.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1893497 38.3716901, 27.1892797 38.3714154, 27.1892569 38.3711583, 27.1893246 38.3706944)",,,324,330.0,112.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1883487 38.3709165, 27.1887546 38.3708065, 27.1888458 38.3707713, 27.188941 38.370751, 27.1893246 38.3706944)",,203/28 sk.,329,330.0,89.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1898017 38.3715976, 27.1898569 38.371656, 27.18992 38.3716985, 27.1899421 38.3717038, 27.190119 38.3717152)",,205/1 sk.,322,323.0,33.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1870867 38.3701333, 27.1866353 38.3701081, 27.1857716 38.3700239, 27.1848489 38.3698852, 27.1839821 38.3697505)",Çizgi 490,Ahmet Pristina Blv.,249,41.0,275.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1839644 38.3717095, 27.1839513 38.3714913, 27.183962 38.3711969, 27.183962 38.3710244, 27.1839835 38.3707721, 27.1840156 38.3704693, 27.1839821 38.3697505)",Çizgi 491,206/38 sk.,39,41.0,218.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1839821 38.3697505, 27.1833619 38.3696211, 27.1830427 38.3695864, 27.1827303 38.3695979, 27.1815788 38.3697294)",Çizgi 492,Ahmet Pristina Blv.,41,40.0,213.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1815788 38.3697294, 27.1796817 38.3700432, 27.1794496 38.3700616, 27.1791881 38.3700926, 27.1789689 38.3701294, 27.1787415 38.3701609, 27.1786115 38.3702573)",Çizgi 493,Ahmet Pristina Blv.,40,46.0,268.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1814644 38.3722786, 27.181467 38.3716103, 27.1814617 38.3714021, 27.181458 38.3713246, 27.1815026 38.3711798, 27.1815341 38.3709574, 27.1815529 38.3705478, 27.1815569 38.3704303, 27.1815797 38.3703086, 27.1816034 38.3700211, 27.1815965 38.3698585, 27.1815788 38.3697294)",Çizgi 494,206/40 sk.,44,40.0,285.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1886211 38.3726431, 27.1885311 38.3721526)",,206/54 sk.,239,240.0,55.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1883799 38.3717866, 27.1884464 38.3718799, 27.1885311 38.3721526)",,206/54 sk.,240,326.0,43.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1876637 38.3719601, 27.1883799 38.3717866)",,206/51 sk.,242,326.0,65.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1882763 38.3715437, 27.1883799 38.3717866)",,206/54 sk.,326,327.0,29.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1882763 38.3715437, 27.1885429 38.3714498)",,206/53 sk.,325,327.0,26.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1880015 38.370898, 27.1882763 38.3715437)",,206/54 sk.,245,327.0,76.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,dusuk
"LINESTRING (27.1899869 38.3697981, 27.1899329 38.3694364, 27.1899249 38.3693649, 27.1897909 38.3687934)",Çizgi 380,1409 sk.,438,333.0,113.0,0.0,0.0,cift,0.0,0.0,0.0,0.0,1,1,depo_baglanti,orta
"LINESTRING (27.1953047 38.3704635, 27.1952974 38.3704335, 27.1952551 38.3704193, 27.1941581 38.3701186, 27.1937388 38.370045, 27.1932873 38.3699882)",Çizgi 382,Ahmet Pristina Blv.,222,381.0,186.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
"LINESTRING (27.1943937 38.3722698, 27.1945495 38.3720926, 27.194646 38.3719412, 27.1948311 38.3715985, 27.1950376 38.3711001, 27.1953047 38.3704635)",Çizgi 383,Dogus cd.,226,222.0,217.0,0.0,0.0,tek,0.0,0.0,0.0,0.0,1,1,depo_baglanti,yuksek
